id,Source,Target,Reference,Orig-Nasal-As-Line,Orig-Nasal-As-Tilde
6651,Jâxs jtsö buáala .,El pájaro sangre de toro canta bonito .,margery-ex1043,Jâ̠s jtsö buála.,
6652,Kabàiö jchál ala' sulû .,La orina del caballo es fétida .,margery-ex1044,Caballo hchál ala' sulû.,
6653,Alà ãwíx jchálkuòqtã nãñéxwe .,Aquel niño se orina en la noche .,margery-ex1045,Alà a̠wí̠ jchálkuö̀ta̠ na̠ñé̠we.,
6654,Dù jcha' kèq ktártã .,El buche de las aves no es comestible .,margery-ex1046,Dù jcha' kë̀ ktárta̠.,
6655,Ye' kalòqio jchèqnãnã kàlukö míxk .,Me rajé el pantalón en un tronco .,margery-ex1047a,Ye' klö̀io jchë̀na̠na̠ kàlukö mík.,
6656,Ie'pa tso' shmõ' kalòq jchóqk kàltak ie .,Ellos están aserrando el amarillón para hacer tablas .,margery-ex1047b,Ie'pa tso shmo' klö̀ jchö́k kàltak ie.,
6657,Jkóqlwak dör jtsâwak tsîr tsikirîrî .,La hormiga del guarumo es una pequeña hormiga amarilla .,margery-ex1051,Jkö́lwak dör jtsâwak tsír tsikirírí.,
6658,Kòqchi jkuóqlit dör darêqrêq .,La piel del cerdo es dura .,margery-ex1052,Kö̀chi jkuö́lit dör drë̂rë̂.,
6659,Jók tö nĩmàx katèkẽ .,El martín pescador come peces .,margery-ex1053,Jók tö ni̠mà̠ ktèke̠.,
6660,Jtsâwak séxrkẽ íyok ã .,Las hormigas viven en la tierra .,margery-ex1055,Jtsâwak sé̠rke̠ iyôk a̠.,
6661,Jtsâwaku tulur mañáxl be' ù pámĩk .,Hay tres hormigueros cerca de tu casa .,margery-ex1056,Jtsâwaku tulur mñà̠l be' ù pámi̠k.,
6662,Ye' éql mîxkẽ  stsa'wö wé ã .,Mi hermano va a la escuela .,margery-ex1057,Ye' ë́l mî̠ke̠ jtsâwöwe a̠.,
6663,Juan tö kòqchi mũerlur jtsa' wa .,Juan amarró los chanchos con mecates .,margery-ex1058,Juan tö kö̀chi mu̠erlur jtsa' wa.,
6664,Dakarò kuéwã chìchi tö të'r iã jtsêqka .,La gallina que mordió el perro está viva .,margery-ex1059,Tkrò kuéwa̠ chichi tö tër ia̠ jtsë̂ka.,
6665,Dù stsòq stsër bua' ye' kuka bulâmẽ .,Me gusta el canto de los pájaros en la mañana .,margery-ex1060,Dù jtsö̀ jtsër bua' ye' kuka bulâme̠.,
6666,Pedro stsé kalòqte ã .,Pedro cantó en la fiesta .,margery-ex1061a,Pedro jtse klö̀te a.,
6667,Nãñéxwe ye' tö skuèq bular stsé .,Anoche oí el ruido de un ratón .,margery-ex1061b,Na̠ñé̠we ye' tö skuë̀ bular jtse.,
6668,Kabék wák buáala tsipátsipâ ẽnã ikirèq dör bitsîx .,"El quetzal es bonito , verde y su cola es larga .",margery-ex1062,Kabék wák buáala tsipátsipâ e̠na̠ ikirë̀ dör bitsî̠.,
6669,Kabèkirpa séxrkẽ Ujarrás ẽnã Kũwéxĩ .,Los cabécares viven en Ujarrás y en Talamanca .,margery-ex1063,Kabèkirpa sé̠rke̠ Ujarrás e̠na̠ Ku̠wé̠i̠.,
6670,Iõiòxtã brìbriwak ẽnã kabèkirwak ãñìjpòqkẽrak térömwak tã .,Antiguamente los bribris y los cabécares peleaban con los térrabas .,margery-ex1064,I̠ò̠i̠ò̠ ta brìbriwak e̠na̠ kabèkirwak a̠ñìjpö̀ke̠ rak térömwak ta̠.,
6671,Yì tso' kabènũk be' ù ã ?,Quiénes están discutiendo en tu casa ?,margery-ex1065,¿Yi tso' kabènu̠k be' ù a̠?,
6672,Kabe' tso' éqlte karôrô ẽnã bitsîx .,Hay carrizos de muchos colores y largos .,margery-ex1066,Kabe' tso' ë̀lte karôrô e̠na̠ bitsí̠.,
6673,Îxñẽ tã kabéqpa kèq dör wèxs i akéqkëpa ĩoxĩòx e's .,Hoy los jóvenes no se parecen a los antepasados .,margery-ex1067,Î̠ñe̠ ta kabë̀pa kë̀ dör wè̠s i akë́këpa i̠ò̠i̠ô̠ ês.,
6674,Sa' kàbale Abelino tã shkóqk Kàtsi si' èqk wa .,Nos pusimos de acuerdo con Abelino para ir a Katsi el próximo mes .,margery-ex1068,"Sa' kàble Abelino ta shkö́k Kàtsi si' ë̀k wa,",
6675,Ala'r ĩnũ tãîx kabò tã .,Los niños juegan mucho con las ranitas veraneras .,margery-ex1069,Alâr i̠nu̠ ta̠î̠ kabò ta̠.,
6676,Kachà kalòq yawèkẽ ẽtsóx tkö di' ã .,El tronco del árbol de balsa se usa para cruzar los ríos .,margery-ex1070,Kachà kalö̀ yawèke̠ e̠tsó̠ tkö di' a̠.,
6677,Kachâwö dör mâxtk .,El fruto del achiote es rojo .,margery-ex1071,Kachâwö dör mâ̠tk.,
6678,Kacha' dör tsiru' kapéq ie bua .,El árbol de achiote le sirve como sombra al cacao .,margery-ex1072,"Kacha' dör tsiru' kapë́ ie bua,",
6679,Ye' káchke séxrkẽ yèqri .,Mi tía paterna vive en Salitre .,margery-ex1073,Ye' káchke sérke yë̀ri.,
6680,Kachúk kapòqke kâl balûbalû wòqukã .,La martilla duerme en los huecos de los árboles grandes .,margery-ex1074,Kachúk kapö̀te kal blûblû wö̀uka̠.,
6681,le'pa wéxle dör i chè kàl ulâska sì wéxle yóqrkẽ kaè ie .,Algunas gentes dicen que de algunas ramas secas se forman las mulas del diablo,margery-ex1075,le'pa wéle dör i chè kàl ulâska sì wéle yrö́ke̠ kaè ie.,
6682,Kaèq úrutö bua'ë .,La pava negra se domestica fácilmente .,margery-ex1076,Kaë̀ úrutö bua' ë.,
6683,Kaís dör súrwak katèkẽ .,La garza blanca come garrapatas .,margery-ex1079,Kaís dör súrwak katèke̠.,
6684,Yawèq ẽnã ulûk e' talanã kakóqt e' kèq dör íe bua .,El laurel y el cedro que crecen doblados no son aprovechables .,margery-ex1082,Yawë̀ e̠na̠ ulûk e' talana̠ kakö́t e' kë̀ dör íe bua.,
6685,Ye' ãmìx wã balo' mĩr kakö' ã .,Mi madre lleva la chicha en la calabaza .,margery-ex1083,Ye' a̠mi̠ wa̠ balo' mi̠r kakö' a̠.,
6686,kakòx séxrkẽ dayèq ã e' kũéxkĩ kèq i séxrkũ di' balôbalô ã .,La tortuga de mar es marina y por eso no puede vivir en la aguas dulces,margery-ex1084,kakò̠ sé̠rke̠ dayë̀ a̠ e' ku̠é̠ki̠ kë̀ i sé̠rku̠ di' blôblô a̠.,
6687,kakũ' akà daléqr sulû .,La picadura del tábano duele mucho .,margery-ex1085,kaku̠' akà dalë́r sulû.,
6688,Ye' ù pámĩk kàl a'r bóqlka .,Alrededor de mi casa hay dos árboles .,margery-ex1086a,Ye' ùpámi̠k kàl âr bö́lka.,
6689,Tãîx kàl tkë'tẽn ñãlàx kĩ .,Hay muchos palos en el camino .,margery-ex1086b,Ta̠î̠ kàl tkëte̠n ña̠là̠ ki̠.,
6690,Awá kàl dör ulîsulís ẽnã bitsîx .,El bastón del suquia es liso y largo .,margery-ex1086c,Awá kàl dör ulîsulîs e̠na̠ bitsì̠.,
6691,Se' kalâtskuo dör tsîr se' ulâtska dikìx ã .,Los dedos del pie son más pequeños que los dedos de la mano .,margery-ex1088,Se' kalâts dör tsîr se' ulâtska dikì̠ a̠.,
6692,Alà kalâtskuö dáwã dóq ë .,El niño tiene sucias las uñas de los pies .,margery-ex1090,Alà kalâtskuö dáwa dö́ ë.,
6693,Ye' éxn ã kala' táxwãku e't .,Quiero comprar una bolsa de red .,margery-ex1091,Ye' én a̠ kala' tá̠wa̠ku êt.,
6694,Kàlbukule' dör dalôlô .,La avispa de palo de árbol es negra .,margery-ex1093,Kàlbukule' dör dalôlô.,
6695,Mìxk bulúpa bák wóqkie e' tã tãîxë i kalépa bák .,"Cuando gobernaban los reyes , tenían muchas personas en sus séquitos .",margery-ex1094,Mì̠k bulúpa bák wö́kie e' ta̠ ta̠î̠ë i kalépa bák.,
6696,Ye' tso' vaca kalíũk .,Estoy enlazando a la vaca .,margery-ex1095a,Ye' tso' vaca kalíu̠k.,
6697,Ye' éql mĩn di' jka nĩmàx kalíúxk .,Mi hermano anda pescando .,margery-ex1095b,Ya ë́l mi̠n dijka ni̠mà̠ kalíú̠k.,
6698,Kãnõ' ẽ' tĩéxwã kàlkichà ã .,El tepeizcuinte se metió en la raíz del árbol .,margery-ex1096,Ka̠no̠' e̠' ti̠é̠wa̠ kàlkichà a̠.,
6699,Kàlkukö tsikírkẽ kàxlĩ kẽs .,Las orejas de palo salen en invierno .,margery-ex1097,Kàlkukö tsikírke̠ kà̠li̠ ke̠s.,
6700,Kalò ù yawòqkẽ íyök ã ẽnã kàl si' ã .,La avispa negra hace su panal en la tierra y en los árboles secos .,margery-ex1098,"Kalò ù yawö̀ke̠ iyök a̠ e̠na̠ kàl si a̠,",
6701,Alákölpa dur ése kèq káxwötã chãmùx kalòie ñúxk .,Para las mujeres embarazadas no es recomendable comer bananos aparejados .,margery-ex1099a,Alákölpa dur ése kë̀ ká̠wöta̠ cha̠mu̠ kalòie ñú̠k.,
6702,Pedro ãmìx kuli' dör kalòie .,La madre de Pedro tiene bocio .,margery-ex1099b,Pedro a̠mì̠ kuli' dör kalòie.,
6703,Kalòk shkö naxñéxweë .,El mapache camina solamente de noche .,margery-ex1100,Kalòk shkö nañé̠weë.,
6704,Kalóm alí ñã bua'ë .,El mamey es muy sabroso .,margery-ex1101,Kalóm alí ña̠ bua'ë.,
6705,Káx batà wéxle ã tãîx kalómkali tso' .,En algunos cerros hay muchos zapotillos .,margery-ex1102,Ká̠ batà wé̠le a̠ ta̠î̠ kalómkali tso'.,
6706,Alà i' kalòq e' iâxwẽ dóq wa .,El niño se ensucio los pies con barro .,margery-ex1103a,Alà i kalö̀ e' iâ̠we̠ dö́ wa.,
6707,Sũlìx kalòq dör tsalîxlîx ẽnã darêqrêq .,Las patas del venado son largas y fuertes .,margery-ex1103b,Su̠li̠ kalö̀ dör tsalí̠lí̠ e̠na̠ derë̂rë̂.,
6708,Tabè kalòq pàxnãwã .,El mango del machete se quebró .,margery-ex1103c,Tabè kalö̀ pà̠na̠wa̠.,
6709,Kalòqio bua' tũwéx ye'r e't .,Me compré un pantalón bueno .,margery-ex1104,Kalö̀io bua' tu̠wé̠ ye'r êt.,
6710,Ñã ãmìx dör kalòqiodikìx kákmẽ ye' bòqt .,Mi madre me regaló dos canzoncillos .,margery-ex1105,Ña̠ a̠mi̠ dör kalö̀iodikì̠ kákme̠ ña̠ bö̀t.,
6711,Ana Rosa kalòqjkue talìlila .,Los empeines de Ana Rosa son regordetes .,margery-ex1106,Ana Rosa kalö̀jkue tlílila.,
6712,Kalòqjkuö dör se' ã bua'ë .,El calzado es muy importante para el hombre .,margery-ex1107,Kalö̀jkuö dör se' a bua'ë.,
6713,Ye' nãùx tkèqnãka clavo kĩ i kalòqkãnìxñãk .,Mi tío se punzó el talón con el clavo' .,margery-ex1108,Ye' na̠ù̠ tkë̀na̠ka clavo ki̠ i kalö̀ka̠nì̠ña̠k.,
6714,Wéqpa kalòqkicha dör darêqrêq alákölpa kalòqkicha tsáxtã .,Las piernas de los hombres son más fuertes que las de las mujeres .,margery-ex1109,Wë́pa kalö̀kicha dör darë̂rë̂ alákölpa kalö̀kicha tsá̠ta̠.,
6715,Ye' kĩ káx kiànã hectárea e'tk kalóqm kuáx tko .,Yo quiero una héctarea de tierra para cultivar plátanos .,margery-ex1110,Ye' ki̠ ká̠ kiàna̠ hectárea êtk kalö́m kuá̠ tko.,
6716,Kabàiö kalòqñãk dör se' tèwãmĩ .,La patada de un caballo nos puede causar la muerte .,margery-ex1111,Caballo kalö̀ña̠k dör se' tèwa̠mi̠.,
6717,Carlota kalòqñáxwĩ kĩnùxwö tkë'r e'k .,Carlota tiene una llaga de papalomoyo en la pantorrilla .,margery-ex1112,Carlota kalö̀ñá̠wi̠ ki̠nù̠wö tkër êk.,
6718,Ie' kalòqsire' tënã ák kĩ .,Él se golpeó el peroné con una piedra .,margery-ex1113,Ie' kalö̀sire' tëna̠ ák ki̠.,
6719,Kalòqshkéqki diché dör bitsîxë .,El Peroné es un hueso muy largo .,margery-ex1114,Kalö̀shkë́ki diché dör bitsî̠ë.,
6720,Îxñẽ ye' nãùxyöm kalòqte i ulàbatse e' kũéxkĩ .,Mi sobrino tiene una fiesta porque se casa .,margery-ex1115,Î̠ñe̠ ye' na̠ù̠yöm kalö̀te i ulàbatse e'ku̠é̠ki̠.,
6721,Tàyë bùsi ãwìx kalòqte bókli ye' tã .,Aquella muchacha bailó anteyer conmigo .,margery-ex1116,Tàyë bùsi a̠wì̠ kalö̀te bókli ye'ta̠.,
6722,Kabèq kalòqttö tkèqnáxkã àshdiké kĩ .,El muchucho aquel se clavó la planta del pie con una espina de naranjo .,margery-ex1117,Kabë̀ kalö̀ttö tkë̀nà̠ka̠ àshdiké ki̠.,
6723,Nãmùx kalòqtköketër i duwòqkẽ wãtke e' kũéxkĩ .,El tigre está pataleando porque se está muriendo .,margery-ex1118,Na̠mù̠ kalö̀tköketër i duwö̀ke̠ wa̠tke e'ku̠é̠ki̠.,
6724,Be' tkã' kalöúx ñã !,Sostenme el guacal !,margery-ex1119,¡Be'tka̠' kalöú̠ ña̠!,
6725,Kàlsulĩ tũr darêqrêq sòqk shùx ã .,El venadito de montaña corre velozmente por la sabana .,margery-ex1121,Kàlsuli̠ tu̠r darë̂rë̂ sö̀k shù̠ a̠.,
6726,A' wã tãîx kàltak tso wátãwẽ .,Ustedes tienen mucha madera .,margery-ex1122,A' wa̠ ta̠î̠ kàltak tso wáta̠we̠.,
6727,Kàlukö kĩ aló tkë'r dìba i kalóqk .,El zopilote se asolea en el tronco de los árboles .,margery-ex1123,Kàlukö ki̠ aló tkër dìba i kalö́k.,
6728,Dù tkë'r kàlula kĩ .,El pájaro está en la rama .,margery-ex1124,Dù tkër kàlula ki.,
6729,Ala'r tso' ĩnúxk kàlulâtska wa .,Los niños están jugando con ramitas .,margery-ex1125,Alâr tso' i̠núk kàlulâtska wa.,
6730,Kàlwâchki pàtköñã !,Pásame la horqueta !,margery-ex1126,¡Kàlwâchki pàtköña̠!,
6731,Be' ù kàlwak tso' .,Hay muchos bichos en tu casa .,margery-ex1127a,Be' ù kàlwak tso'.,
6732,Íyi balôbalô kĩ tãîx kàlwak stsâwak tso' .,El dulexe esta lleno de hormigas .,margery-ex1127b,Íyi balôbalô ki̠ ta̠î̠ kàlwak stsâwak tso'.,
6733,José të'r kàlwe ã ie'r vaca èkibale kũéxkĩ .,José está en la cárcel porque robó vacas .,margery-ex1128,José tër kàlwe a̠ ie'r vaca èkible ku̠è̠ki̠.,
6734,Íyiwak kãñìxru kibí ie'r kàlwö katèkẽ .,Los animales salvajes se alimentan con los frutos de los árboles .,margery-ex1129,Íyiwak ka̠ñì̠ru kibí ie'r kàiwö katèke̠.,
6735,María ulàkicha kĩ e't kalwöjtsêqka tkë'r .,María tiene una infección de papalomoyo en el brazo .,margery-ex1130,María ulàkicha ki̠ êt kalwöjtsë̂ka tkër.,
6736,Ye' ù ã kèq kàlwòqkichi tã .,Mi casa no tiene escalera .,margery-ex1131,Ye' ù a̠ kë̀ kàlwö̀kichi ta̠.,
6737,Kàlyök ã tãîx nãmùx dakòqkẽ .,En la selva hay muchos rsatros de tigres .,margery-ex1132,Kàlyök a̠ ta̠î̠ na̠mù̠ dakö̀ke̠.,
6738,Èxnĩã nãñéxwe ye' kàmsũwẽ bua' .,Anoche soñé cosas bonitas .,margery-ex1133,È̠ni̠a̠ na̠ñé̠we ye' kàmsu̠we̠ bua'.,
6739,Ye' tso' kanèx yulóqk ye' yàmĩ ã .,Yo le estoy buscando trabajo a un amigo mío .,margery-ex1135,Ye' tsó kanè̠ yulö́k ye' yàmi̠ a̠.,
6740,Ye' kanèxâloya' Limón .,Yo dejé de trabajar en Limón .,margery-ex1136,Ye' kané̠aloyök' Limón.,
6741,Kua'rö ẽ ie'pa dör kanèxbala .,En Buenos Aires la gente es muy trabajadora .,margery-ex1137,Kuârö e̠ ie'pa dör kanè̠bala.,
6742,Ye' mîxkẽ kanèxbalök bulé .,Yo voy a ir a trabajar mañana .,margery-ex1138,Ye' mi̠ke̠ kanè̠balök bulé.,
6743,Kéxkará kapalë' ñãlàx të'r mãñéxnẽ .,Las hormigas zompopas siempre tienen sus caminos muy limpios .,margery-ex1142,Ké̠tará kapalë' ña̠là̠ tër ma̠ñé̠ne̠.,
6744,Kèq ye' wã kapalë' tkabèq súxule .,Yo no he visto a una serpiente zompopa .,margery-ex1143,Ke ye' wa̠ kapalë'tkabë sú̠ule.,
6745,Kapali' ù ñãwẽ bö' dör tóttô .,El fuego consume rápidamente los nidos de los comejenes .,margery-ex1144,Kapali' ù ña̠we̠ bö dör tóttô.,
6746,Nãñéxwe kapè ã ye' ujté .,Anoche hablé durante el sueño .,margery-ex1145,Na̠ñé̠we kapè a̠ ya ujte.,
6747,Kapék wóqli dör apéq sûx .,El sangrillo tiene un líquido parecido a la sangre .,margery-ex1146,Kapék wö́li r apë́ sû̠.,
6748,Juan tso' ie' vaca kapéyök .,Juan está curando a su vaca .,margery-ex1147,Juan tso' i vaca kapéyök.,
6749,Talamanca tãîx kápi tso' .,En Talamanca hay mucho café .,margery-ex1148a,Talamanca ta̠í̠ kápi tso'.,
6750,Ye' kĩ kápi kiànã .,Yo quiero Café,margery-ex1148b,Ye' ki̠ kápi kiàna̠.,
6751,Kápiwö kèq kalörta áki .,El fruto del café no debe cogerse verde .,margery-ex1149,Kápiwö kë̀ klörta áki.,
6752,Be' yàmĩ dör tkabèq kũẽ kapòq shùx ã .,Su amigo encontró una culebra entre el helecho rabo de mico .,margery-ex1150,Be' ỳami̠ dör tkabë̀ ku̠e̠ kapö̀ shù̠ a̠.,
6753,Ie' tso' kapóqk cuarto e'k ã .,Él está durmiendo en el otro cuarto .,margery-ex1151,Ie' tso' kapö́k cuarto êk a̠.,
6754,Ana kapóqwã ñãlàx kĩ .,Ana se durmió en el camino .,margery-ex1152,Ana kapö́wa̠ ña̠là̠ ki̠.,
6755,Awá dör kapóqli i' mẽñã .,El suquia me dio esta medicina .,margery-ex1153,Awá dör kapö́li i' me̠ña̠.,
6756,Juanita tso' i éqlala kapôqũk .,Juanita está haciendo dormir a su hermanita .,margery-ex1154,Juanita tso' i ë́lala kapö̂u̠k.,
6757,Di' séxssêx dör ye' kalòq karawéxwã .,El agua fría me acalambró las piernas .,margery-ex1155,Di' sé̠ssê̠ dör ya kalö̀ karawé̠wa̠.,
6758,Tàyë wébalök e'köl apë' tso' karêrê .,Un hombre está mirando fijamente a la señora .,margery-ex1156,Tàyë wébalök êköl apë' tso' karêrê.,
6759,Ye' ù cortina dör karôrô .,La cortina de mi casa es de varios de colores .,margery-ex1158,Ye' ù cortina dör karôrô.,
6760,Karòq stsòq stsër bua' tsáxli tã .,Es bonito el canto de las ranitas .,margery-ex1159,Karö̀ stsö̀ stsër bua' tsá̠li ta̠.,
6761,Kàsir bák téxn kàl daro' ã .,Un saíno estuvo metido en las raíces del arból .,margery-ex1160,Kàsir bák té̠n kàl daro' a̠.,
6762,Ie' wã kâsh míxã dawö' ã .,Él le llevó un peine a su prima .,margery-ex1161,Ie' wa̠ kâsh mí̠a̠ dawö' a̠.,
6763,Ye' dör epàbko katàte ù ñãk ã .,Yo acomodé las cobijas en un rincón .,margery-ex1162a,Ye' dör epàbko katàte ù ña̠k a̠.,
6764,Awá dör àlim katàtémĩ i káxska .,El suquia envió el reumatismo a otro lado .,margery-ex1162b,Awá dör àlim katàtémi̠ i ká̠ska.,
6765,Sibòq dör sé wéxalè katàtëbitũ awá ie .,Dios le ha dado a algunas personas el don de ser suquias .,margery-ex1162c,Sibö̀ r sé wé̠alè katàtëbitu̠ awá ie.,
6766,Kòqchi tso' ikuòq katóqk .,El cerdo está comiendo maíz .,margery-ex1163,Kö̀chi tsö̀' ikuö̀ katö́k.,
6767,Vaca alà ia' katòqtòq .,El ternero todaviá está débil .,margery-ex1164,Vaca alà ia´ katö̀tö̀.,
6768,Nãñéxwe katù dàmĩ .,En la noche se ven los carbunclos .,margery-ex1165,Na̠ñé̠we katù dàmi̠.,
6769,katúrdalër wã ye' dawòqkẽ .,Tengo calentura .,margery-ex1166,katúrdalër wa̠ ye' dawö̀ke̠.,
6770,Kayóq tkë'r ie' wã e'tk dù ù ã .,Él tiene un perico zapayol en una jaula .,margery-ex1168,Kayö́ tkër ie' wa̠ êtk dù ù a̠.,
6771,Yèqri ẽ káx dör kàxlĩë .,Salitre es un lugar muy lluvioso .,margery-ex1169a,Yë̀ri e̠ ká̠ dör kà̠li̠ë.,
6772,Ye' káx kĩ tãîx kàl tso' .,En mi terreno hay muchos árboles .,margery-ex1169b,Ye' ká̠ ki̠ ta̠î̠ kàl tso'.,
6773,Káx tso' tãîx ye'r ie' súx e' kĩ .,Hace mucho tiempo que lo vi .,margery-ex1169c,Ká̠ tso' ta̠î̠ ye'r ie' sú̠ e' ki̠.,
6774,Ye' káxapàka' ya wôqkela tã .,Conversé con mi abuelo .,margery-ex1170,Ye´ ká̠apàka' ya wö̂kela ta̠.,
6775,Káx bata kie Mirador ẽ' apë' tso' .,En el cerro Mirador hay gente .,margery-ex1171,Ká̠batà kiè Mirador e̠' apë' tso.,
6776,Tsawì káxbiòqkẽ íyök ã .,El armadillo excava la tierra .,margery-ex1172,Tsawì ká̠biö̀ke̠ íyök a̠.,
6777,Chãmùx kalòq apà ièqnáwã káxchaka wã .,El bananal tiene mucha maleza .,margery-ex1175,Cha̠mù̠ kalö̀ apà ië̀náwa̠ ká̠chaka wa̠.,
6778,Ie' dör káche ché ye' ã e'tk .,Él me dijo una mentira .,margery-ex1176,Ie' dör káche ché ye' a̠ êtk.,
6779,Sulû ie'pa káxchök .,Ellos mienten mucho .,margery-ex1178,Sulû ie'pa ká̠chök.,
6780,Káxjkẽ kàl tsãk dù â mẽr .,Arriba del árbol hay un nido de pájaros .,margery-ex1180,Ká̠ike̠ kàl tsa̠k dù â me̠r.,
6781,Ye' yè bák káxjkêx .,Mi padre era alto .,margery-ex1181,Ye' yè bák kájkê̠.,
6782,Káxjkuẽ kĩ sa' dör ali' kua tkèkẽ .,En la llanura sembramos yuca .,margery-ex1182,Ká̠jkue̠ ki̠ sa' dör ali' kua tkèke̠.,
6783,Káxkàxs be' dòqmãlẽ ?,A qué hora vas a regresar ?,margery-ex1183,Ká̠kà̠s be' döma̠le̠?,
6784,Káxkö tso' àrros shùx ã .,Hay maleza en el arroz .,margery-ex1184,Ká̠kö tso' arroz shù̠ a̠.,
6785,Ye' káxkòqkẽ ye' kutà sã .,Yo suelo viajar donde mi hermana .,margery-ex1185,Ye' ká̠kö̀ke̠ ye' kutà sa̠.,
6786,Bèqkuö wéqr bua'ë káxkólttö ã !,Qué bonitas se ven las estrellas en el cielo !,margery-ex1186,¡Bë̀kuö wë́r bua'ë ká̠kòlttö a̠!,
6787,Ichéndak tö kãlèxm dör bukë' ala'r .,Dicen que de los sapos se forman los barbudos .,margery-ex1187,Ichéndak tö ka̠le̠m dör bukë' alâr.,
6788,Îxñe kàxlĩ i' tã bòqtóqkicha .,Hoy llovió dos veces .,margery-ex1188,Î̠ñe kà̠li̠ ita̠ bö̀tö́kicha.,
6789,Be' éql dör kãlíxchu .,Tu hermano es un charlatán .,margery-ex1190,Be' ë́ dör ka̠lí̠chu.,
6790,Ù nùxnãwã e' tã tãîx ia kàxlĩdéwã .,Cuando las casas estan viejas tienen goteras .,margery-ex1191,Ù nù̠na̠wa̠ e'ta̠ ta̠î̠ ia kà̠li̠déwa.,
6791,Kàxlĩkéxska di' alóqrkẽ .,En el invierno crecen los ríos .,margery-ex1192,Kà̠li̠ké̠ska di' alö́rke̠.,
6792,Mìxk se' tso' kanèxbalök kàxlĩ ã e' tã se' ulàkicha ẽnã se' ulà míxã kãlîxlîx .,Cuando trabajamos bajo la lluvia la piel de nuestras manos y brazos se vuelve arrugada .,margery-ex1193,Mí̠k se' tso' kanè̠blök kà̠li̠ a̠ è ta̠ se' ulàkicha e̠na̠ se' ulà mí̠a ka̠lî̠lî̠.,
6793,Kàxlĩmũlẽ dör ye' núxwẽ íxñìxköl .,Acaba de mojarte la garúa .,margery-ex1194,Kà̠li̠mu̠le̠ dör ye' nú̠we̠ í̠ñì̠köl.,
6794,Alà dör uyèqjkuö kãlìxã' .,El niño arrugó el papel .,margery-ex1195,Ala dör yë́jkuö ka̠lì̠a̠'.,
6795,Kãlòx pájkuö dör máxshmãsh ẽnã kèq dör ìe bua' .,La corteza del canfut es rojiza y la maera no es aprovechable .,margery-ex1196,Ka̠lò̠ pájkuö dör má̠shma̠sh e̠na̠ kë̀ r ìe bua'.,
6796,Káxm be' kanèx éxrwa .,Todavía no has terminado el trabajo .,margery-ex1197,Ká̠m be' kanè̠ é̠rwa.,
6797,Káxmĩ di' jka ye' ãmìx séxrkẽ .,"Lejos , en la orilla del río , vive mi madre .",margery-ex1198,Ká̠mi̠ dijka ña̠ a̠mi̠ sé̠rke̠.,
6798,Ù dikìx ã tãîx káxmũlẽ tso' .,Debajo de la casa hay mucho polvo .,margery-ex1199,Ù diki̠ a̠ ta̠î̠ ká̠mu̠le̠ tso'.,
6799,Ye' kãnìxñãk ãtkéwã diká dör .,La espina me punzó el talón .,margery-ex1200,Ye' ka̠nì̠ña̠k a̠tkéwa̠ diká dör.,
6800,Apë' wéqm ãwíx dör kãnòx tãwéx e'töm ye' yéq ã .,Aquel hombre le compró un bote a mi padre .,margery-ex1201,Apë' wë́m a̠wī dör ka̠nò ta̠wé êtöm ye' yë́ a̠.,
6801,Kãnôxwak séxrkẽ tsã' ã .,El grillo real vive en la arena .,margery-ex1202,Ka̠nô̠wak sé̠rke̠ tsa' a̠.,
6802,Kãnõ' kata' bua'ë i chakà dör sarûrû .,La carne del tepeizcuinte es sabrosa y blanca .,margery-ex1203,Ka̠no̠̠' kata' bua'ë i chakà dör sarûrû.,
6803,Káxñãk míxã mòxë .,El horizonte está muy nublado .,margery-ex1204,Ká̠ña̠k mí̠a̠ mò̠ë.,
6804,Ù téxn e'tkue kãñíxk ã .,Hay una casa en la selva .,margery-ex1205,Ù té̠n êtkue ka̠ñí̠k a̠.,
6805,Kãñíxrbitũlkẽ .,Ya empezó a amanecer .,margery-ex1206,Ka̠ñí̠rbitu̠lke̠.,
6806,Kãñìxru e' dör íyiwak séxrkẽ káx bata ã ése .,Todos los animales que viven en la selva son salvajes .,margery-ex1207,Ka̠ñì̠ru e' dör íyiwak sé̠rke̠ ká̠ batà a̠ ése.,
6807,Ye' mîxkẽ káxsãũk kàtsi .,Yo voy a ir a conocer Katsi .,margery-ex1209a,Ye' mî̠ke̠ ká̠sa̠u̠k kàtsi.,
6808,Ie'pa tso' ye' káx káxsãũk .,Ellos están mirando mi terreno .,margery-ex1209b,Ie'pa tso' ye' ká̠ ká̠sa̠u̠k.,
6809,Nãñéxwe kèq ye' kapèqnẽwã káxsẽ e' kũéxki .,Anoche no pude dormir por el frío .,margery-ex1210,Na̠ñé̠we kë̀ ye' kapë̀ne̠wa̠ ká̠se̠ e'ku̠é̠ki.,
6810,Kàxsh séxrkẽ kàl wa ã .,Las avispas enredapelo viven en las horquetas de los árboles .,margery-ex1211,Kà̠sh sé̠rke̠ kàl wa a̠.,
6811,Íx bák káx sháxböts .,Tembló a media noche .,margery-ex1212,Í̠ bák ká̠shá̠böts.,
6812,Ye' éql tso' dakarò káxshtâxũk .,Mi hermano está contando las gallinas .,margery-ex1213a,Ye' ë́l tso' dakarò ká̠shtâ̠u̠k.,
